2017-10-31,(주)토탈코리아,"858,000","780,000","78,000",일용비,11월 07일,,,,,,,,,,,,
2017-10-31,(주) 라이팅코리아,"660,000","600,000","60,000",일용비,11월 03일,,,,,,,,,,,,
2017-10-31,주식회사 안성렌탈,"1,804,000","1,640,000","164,000",일용비,11월 02일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"594,000","540,000","54,000",일용비(롯데시그니엘서울),취소전표,,,,,,,,,,,,
2017-10-31,(주)한성앰에스,"6,448,575","5,862,341","586,234",일용비(머큐어호텔),11월 02일,,,,,,,,,,,,
2017-10-31,(주)한성앰에스,"-7,093,432","-6,448,575","-644,857",일용비(머큐어호텔),취소전표,,,,,,,,,,,,
2017-10-31,(주)한성앰에스,"7,093,432","6,448,575","644,857",일용비(머큐어호텔),취소전표,,10월,,,,,,,,,,
2017-10-31,(주)한성앰에스,"2,376,000","2,160,000","216,000",일용비(노보텔) 10/23~10/29,11월 06일,,합계,공급,세액,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"5,205,200","4,732,000","473,200",일용비(여의도MEA메리어트호텔),11월 10일,,"145,862,849 ","132,602,591 ","13,260,258 ",,,,,,,,
2017-11-02,(주)한성앰에스,"880,000","800,000","80,000",일용비(코트야드),11월 03일,,,,,,,,,,,,
2017-11-02,(주)한성앰에스,"880,000","800,000","80,000",일용비(센터마크),11월 03일,,,,,,,,,,,,
2017-11-02,(주)한성앰에스,"4,092,000","3,720,000","372,000",일용비(티마크),11월 02일,,,,,,,,,,,,
2017-11-06,미성엠프로 주식회사,"297,000","270,000","27,000",일용비(시흥 아울렛),12월 20일,,,,,,,,,,,,
2017-11-06,(주)한성앰에스,"3,283,500","2,985,000","298,500",일용비(노보텔)10/30~11/05,11월 10일,,,,,,,,,,,,
2017-11-06,(주)한성앰에스,"880,000","800,000","80,000",일용비(머큐어호텔),11월 07일,,,,,,,,,,,,
2017-11-07,(주)한성앰에스,"440,000","400,000","40,000",일용비(티마크호텔),11월 07일,,,,,,,,,,,,
2017-11-07,(주)한성앰에스,"880,000","800,000","80,000",일용비(코트야드호텔),11월 07일,,,,,,,,,,,,
2017-11-13,(주)한성앰에스,"1,870,000","1,700,000","170,000",일용비(JW메리어트호텔),11월 16일,,,,,,,,,,,,
2017-11-13,(주)한성앰에스,"440,000","400,000","40,000",일용비(센터마크호텔),11월 15일,,,,,,,,,,,,
2017-11-13,(주)한성앰에스,"3,960,000","3,600,000","360,000",일용비(코트야드호텔),11월 14일,,,,,,,,,,,,
2017-11-13,(주)한성앰에스,"880,000","800,000","80,000",일용비(티마크호텔),11월 14일,,,,,,,,,,,,
2017-11-13,(주)한성앰에스,"1,056,000","960,000","96,000",일용비(머큐어호텔),11월 14일,,,,,,,,,,,,
2017-11-14,(주)한성앰에스,"4,246,000","3,860,000","386,000",일용비(노보텔),11월 15일,,,,,,,,,,,,
2017-11-15,(주)두잉씨앤에스,"3,842,694","3,493,359","349,335",일용비(포시즌스호텔) 11/01~11/15-룸메이드,11월 21일,,,,,,,,,,,,
2017-11-15,(주)두잉씨앤에스,"7,183,000","6,530,000","653,000",일용비(포시즌스호텔) 11/01~11/15-데일리,11월 21일,,,,,,,,,,,,
2017-11-15,(주)두잉씨앤에스,"4,479,288","4,072,080","407,208",일용비(여의도MEA메리어트호텔),11월 20일,,,,,,,,,,,,
